0.0000E+000,-6.3831E+001
5.0000E+001,-6.3326E+001
1.0000E+002,-6.1965E+001
1.5000E+002,-5.8914E+001
2.0000E+002,-5.7823E+001
2.5000E+002,-5.7340E+001
3.0000E+002,-5.7657E+001
3.5000E+002,-5.7700E+001
4.0000E+002,-5.7605E+001
4.5000E+002,-5.8472E+001
5.0000E+002,-5.8579E+001
5.5000E+002,-5.9292E+001
6.0000E+002,-6.0041E+001
6.5000E+002,-6.0553E+001
7.0000E+002,-6.1669E+001
7.5000E+002,-6.2238E+001
8.0000E+002,-6.2173E+001
8.5000E+002,-6.2034E+001
9.0000E+002,-6.2331E+001
9.5000E+002,-6.3363E+001
1.0000E+003,-6.3787E+001
1.0500E+003,-6.4163E+001
1.1000E+003,-6.4243E+001
1.1500E+003,-6.3949E+001
1.2000E+003,-6.4786E+001
1.2500E+003,-6.5667E+001
1.3000E+003,-6.6003E+001
1.3500E+003,-6.6184E+001
1.4000E+003,-6.6537E+001
1.4500E+003,-6.6407E+001
1.5000E+003,-6.6567E+001
1.5500E+003,-6.6757E+001
1.6000E+003,-6.6866E+001
1.6500E+003,-6.6634E+001
1.7000E+003,-6.6569E+001
1.7500E+003,-6.6841E+001
1.8000E+003,-6.6594E+001
1.8500E+003,-6.5979E+001
1.9000E+003,-6.5605E+001
1.9500E+003,-6.5395E+001
2.0000E+003,-6.5169E+001
2.0500E+003,-6.4995E+001
2.1000E+003,-6.4454E+001
2.1500E+003,-6.4305E+001
2.2000E+003,-6.4298E+001
2.2500E+003,-6.3845E+001
2.3000E+003,-6.4140E+001
2.3500E+003,-6.4097E+001
2.4000E+003,-6.4175E+001
2.4500E+003,-6.4760E+001
2.5000E+003,-6.5173E+001
2.5500E+003,-6.5090E+001
2.6000E+003,-6.6007E+001
2.6500E+003,-6.6833E+001
2.7000E+003,-6.6811E+001
2.7500E+003,-6.7499E+001
2.8000E+003,-6.8296E+001
2.8500E+003,-6.8981E+001
2.9000E+003,-6.8810E+001
2.9500E+003,-6.8908E+001
3.0000E+003,-6.9041E+001
3.0500E+003,-6.8718E+001
3.1000E+003,-6.8860E+001
3.1500E+003,-6.8699E+001
3.2000E+003,-6.8915E+001
3.2500E+003,-6.9252E+001
3.3000E+003,-6.9016E+001
3.3500E+003,-6.9215E+001
3.4000E+003,-6.8954E+001
3.4500E+003,-6.8819E+001
3.5000E+003,-6.8823E+001
3.5500E+003,-6.8779E+001
3.6000E+003,-6.8334E+001
3.6500E+003,-6.8141E+001
3.7000E+003,-6.8145E+001
3.7500E+003,-6.7779E+001
3.8000E+003,-6.6636E+001
3.8500E+003,-6.6654E+001
3.9000E+003,-6.6178E+001
3.9500E+003,-6.6065E+001
4.0000E+003,-6.5859E+001
4.0500E+003,-6.5525E+001
4.1000E+003,-6.5127E+001
4.1500E+003,-6.5188E+001
4.2000E+003,-6.5623E+001
4.2500E+003,-6.5339E+001
4.3000E+003,-6.5541E+001
4.3500E+003,-6.5585E+001
4.4000E+003,-6.6003E+001
4.4500E+003,-6.5384E+001
4.5000E+003,-6.4492E+001
4.5500E+003,-6.4338E+001
4.6000E+003,-6.4557E+001
4.6500E+003,-6.4066E+001
4.7000E+003,-6.4384E+001
4.7500E+003,-6.4755E+001
4.8000E+003,-6.4406E+001
4.8500E+003,-6.4743E+001
4.9000E+003,-6.4754E+001
4.9500E+003,-6.4816E+001
5.0000E+003,-6.4349E+001
5.0500E+003,-6.4206E+001
5.1000E+003,-6.4586E+001
5.1500E+003,-6.4894E+001
5.2000E+003,-6.4569E+001
5.2500E+003,-6.4585E+001
5.3000E+003,-6.4657E+001
5.3500E+003,-6.4431E+001
5.4000E+003,-6.4274E+001
5.4500E+003,-6.4567E+001
5.5000E+003,-6.4334E+001
5.5500E+003,-6.3843E+001
5.6000E+003,-6.3794E+001
5.6500E+003,-6.3751E+001
5.7000E+003,-6.4015E+001
5.7500E+003,-6.3834E+001
5.8000E+003,-6.4057E+001
5.8500E+003,-6.4004E+001
5.9000E+003,-6.3864E+001
5.9500E+003,-6.3799E+001
6.0000E+003,-6.3415E+001
6.0500E+003,-6.3194E+001
6.1000E+003,-6.3509E+001
6.1500E+003,-6.3139E+001
6.2000E+003,-6.2973E+001
6.2500E+003,-6.2904E+001
6.3000E+003,-6.2863E+001
6.3500E+003,-6.2817E+001
6.4000E+003,-6.2509E+001
6.4500E+003,-6.2746E+001
6.5000E+003,-6.2866E+001
6.5500E+003,-6.2951E+001
6.6000E+003,-6.2923E+001
6.6500E+003,-6.2133E+001
6.7000E+003,-6.2153E+001
6.7500E+003,-6.2323E+001
6.8000E+003,-6.2499E+001
6.8500E+003,-6.2267E+001
6.9000E+003,-6.2687E+001
6.9500E+003,-6.2962E+001
7.0000E+003,-6.2925E+001
7.0500E+003,-6.2563E+001
7.1000E+003,-6.2105E+001
7.1500E+003,-6.2415E+001
7.2000E+003,-6.3192E+001
7.2500E+003,-6.3713E+001
7.3000E+003,-6.3028E+001
7.3500E+003,-6.2434E+001
7.4000E+003,-6.2654E+001
7.4500E+003,-6.3197E+001
7.5000E+003,-6.3199E+001
7.5500E+003,-6.3847E+001
7.6000E+003,-6.4466E+001
7.6500E+003,-6.3798E+001
7.7000E+003,-6.3844E+001
7.7500E+003,-6.3917E+001
7.8000E+003,-6.4141E+001
7.8500E+003,-6.4834E+001
7.9000E+003,-6.4913E+001
7.9500E+003,-6.5108E+001
8.0000E+003,-6.5354E+001
8.0500E+003,-6.4697E+001
8.1000E+003,-6.4758E+001
8.1500E+003,-6.5523E+001
8.2000E+003,-6.5928E+001
8.2500E+003,-6.6188E+001
8.3000E+003,-6.6498E+001
8.3500E+003,-6.6028E+001
8.4000E+003,-6.6254E+001
8.4500E+003,-6.6473E+001
8.5000E+003,-6.6365E+001
8.5500E+003,-6.6982E+001
8.6000E+003,-6.7383E+001
8.6500E+003,-6.7872E+001
8.7000E+003,-6.8282E+001
8.7500E+003,-6.8067E+001
8.8000E+003,-6.8481E+001
8.8500E+003,-6.8943E+001
8.9000E+003,-6.8616E+001
8.9500E+003,-6.8829E+001
9.0000E+003,-6.8861E+001
9.0500E+003,-6.9574E+001
9.1000E+003,-6.9459E+001
