0	-60
43.066	-30.362325668
86.132	-28.963838577
129.199	-27.5455513
172.265	-26.491476059
215.332	-26.266454697
258.398	-26.152954102
301.464	-25.659843445
344.531	-25.223482132
387.597	-25.245517731
430.664	-25.544363022
473.73	-26.013931274
516.796	-26.673952103
559.863	-27.328605652
602.929	-28.032524109
645.996	-28.753078461
689.062	-29.458297729
732.128	-30.159282684
775.195	-30.862688065
818.261	-31.548088074
861.328	-32.20287323
904.394	-32.801136017
947.46	-33.366889954
990.527	-33.913841248
1033.593	-34.49754715
1076.66	-35.019683838
1119.726	-35.476898193
1162.792	-35.854698181
1205.859	-36.119033813
1248.925	-36.398082733
1291.992	-36.673210144
1335.058	-36.999202728
1378.125	-37.393558502
1421.191	-37.953113556
1464.257	-38.622821808
1507.324	-39.152240753
1550.39	-39.464313507
1593.457	-39.634757996
1636.523	-39.774425507
1679.589	-39.955547333
1722.656	-40.28055954
1765.722	-40.682655334
1808.789	-41.247764587
1851.855	-41.816783905
1894.921	-42.228282928
1937.988	-42.511573791
1981.054	-42.769493103
2024.121	-42.994327545
2067.187	-43.311607361
2110.253	-43.704273224
2153.32	-44.053939819
2196.386	-44.318180084
2239.453	-44.5675354
2282.519	-44.791126251
2325.585	-44.964317322
2368.652	-44.974227905
2411.718	-44.807868957
2454.785	-44.577655792
2497.851	-44.310184479
2540.917	-44.064430237
2583.984	-43.763313293
2627.05	-43.465026855
2670.117	-43.358467102
2713.183	-43.404678345
2756.25	-43.53962326
2799.316	-43.801269531
2842.382	-44.001731873
2885.449	-44.051559448
2928.515	-43.944747925
2971.582	-43.840431213
3014.648	-43.778717041
3057.714	-43.731052399
3100.781	-43.728309631
3143.847	-43.735954285
3186.914	-43.612575531
3229.98	-43.395191193
3273.046	-43.247264862
3316.113	-43.045394897
3359.179	-42.77274704
3402.246	-42.544578552
3445.312	-42.427532196
3488.378	-42.474323273
3531.445	-42.551979065
3574.511	-42.704929352
3617.578	-42.853874207
3660.644	-43.103866577
3703.71	-43.507461548
3746.777	-43.854328155
3789.843	-44.105678558
3832.91	-44.436294556
3875.976	-44.741889954
3919.042	-44.987171173
3962.109	-45.223693848
4005.175	-45.563350677
4048.242	-45.934104919
4091.308	-46.168190002
4134.375	-46.203567505
4177.441	-46.137519836
4220.507	-46.050827026
4263.574	-45.865264893
4306.64	-45.488739014
4349.707	-45.126113892
4392.773	-44.704872131
4435.839	-44.207233429
4478.906	-43.589958191
4521.972	-42.839641571
4565.039	-42.07144165
4608.105	-41.336269379
4651.171	-40.603313446
4694.238	-39.926292419
4737.304	-39.267593384
4780.371	-38.646221161
4823.437	-38.126586914
4866.503	-37.656986237
4909.57	-37.255859375
4952.636	-36.935504913
4995.703	-36.725780487
5038.769	-36.619243622
5081.835	-36.463447571
5124.902	-36.316040039
5167.968	-36.221858978
5211.035	-36.235874176
5254.101	-36.242900848
5297.167	-36.211227417
5340.234	-36.215698242
5383.3	-36.260009766
5426.367	-36.31861496
5469.433	-36.329975128
5512.5	-36.342220306
5555.566	-36.457557678
5598.632	-36.533527374
5641.699	-36.593383789
5684.765	-36.643791199
5727.832	-36.669952393
5770.898	-36.706413269
5813.964	-36.784633636
5857.031	-36.795600891
5900.097	-36.8556633
5943.164	-36.914833069
5986.23	-36.893505096
6029.296	-36.809436798
6072.363	-36.762447357
6115.429	-36.704902649
6158.496	-36.590549469
6201.562	-36.513271332
6244.628	-36.552295685
