0	-51.630310059
43.066	-50.969337463
86.132	-49.217979431
129.199	-47.773944855
172.265	-47.53263092
215.332	-47.632194519
258.398	-47.514556885
301.464	-47.456523895
344.531	-47.257709503
387.597	-47.242027283
430.664	-47.158752441
473.73	-47.024799347
516.796	-47.041080475
559.863	-46.82485199
602.929	-46.746932983
645.996	-46.638290405
689.062	-46.542629242
732.128	-46.434265137
775.195	-46.356822967
818.261	-46.243068695
861.328	-46.148517609
904.394	-46.009532928
947.46	-45.91999054
990.527	-45.822753906
1033.593	-45.882865906
1076.66	-45.861488342
1119.726	-45.91109848
1162.792	-45.938056946
1205.859	-45.841712952
1248.925	-45.896396637
1291.992	-45.907314301
1335.058	-46.054828644
1378.125	-46.16701889
1421.191	-46.36113739
1464.257	-46.491333008
1507.324	-46.593093872
1550.39	-46.738067627
1593.457	-46.793674469
1636.523	-46.839878082
1679.589	-46.814102173
1722.656	-47.027431488
1765.722	-47.090934753
1808.789	-47.295291901
1851.855	-47.358650207
1894.921	-47.396713257
1937.988	-47.380687714
1981.054	-47.452384949
2024.121	-47.332942963
2067.187	-47.288383484
2110.253	-47.25894928
2153.32	-47.192760467
2196.386	-46.977043152
2239.453	-46.798599243
2282.519	-46.589031219
2325.585	-46.438606262
2368.652	-46.159461975
2411.718	-45.827922821
2454.785	-45.631153107
2497.851	-45.364849091
2540.917	-45.130191803
2583.984	-44.862636566
2627.05	-44.480735779
2670.117	-44.046825409
2713.183	-43.644504547
2756.25	-43.23192215
2799.316	-43.087615967
2842.382	-42.851196289
2885.449	-42.687767029
2928.515	-42.389770508
2971.582	-42.191574097
3014.648	-42.03175354
3057.714	-41.892414093
3100.781	-41.905334473
3143.847	-42.070240021
3186.914	-42.196590424
3229.98	-42.259082794
3273.046	-42.489620209
3316.113	-42.732246399
3359.179	-42.933570862
3402.246	-43.156387329
3445.312	-43.412631988
3488.378	-43.833526611
3531.445	-44.010852814
3574.511	-44.331790924
3617.578	-44.497066498
3660.644	-44.735584259
3703.71	-45.082935333
3746.777	-45.34305954
3789.843	-45.435878754
3832.91	-45.754653931
3875.976	-45.937038422
3919.042	-46.053005218
3962.109	-46.043491363
4005.175	-46.171108246
4048.242	-46.356494904
4091.308	-46.498703003
4134.375	-46.52349472
4177.441	-46.57497406
4220.507	-46.688129425
4263.574	-46.850894928
4306.64	-46.73916626
4349.707	-46.85358429
4392.773	-46.886440277
4435.839	-46.9376297
4478.906	-46.904319763
4521.972	-46.786174774
4565.039	-46.651027679
4608.105	-46.644145966
4651.171	-46.55109787
4694.238	-46.544307709
4737.304	-46.470848083
4780.371	-46.325263977
4823.437	-46.258678436
4866.503	-46.096889496
4909.57	-45.923789978
4952.636	-45.752349853
4995.703	-45.580833435
5038.769	-45.552642822
5081.835	-45.297348022
5124.902	-45.042865753
5167.968	-44.755535126
5211.035	-44.61170578
5254.101	-44.329898834
5297.167	-43.941230774
5340.234	-43.539024353
5383.3	-43.16670227
5426.367	-42.791622162
5469.433	-42.347080231
5512.5	-41.861270905
5555.566	-41.606365204
5598.632	-41.233276367
5641.699	-40.972824097
5684.765	-40.733963013
5727.832	-40.605472565
5770.898	-40.514274597
5813.964	-40.651241302
5857.031	-40.601722717
5900.097	-40.798053741
5943.164	-41.021213531
5986.23	-41.300354004
6029.296	-41.577804565
6072.363	-42.051395416
6115.429	-42.562255859
6158.496	-43.025623321
6201.562	-43.505088806
6244.628	-44.205940247
