  0.0000000e+000, -1.9991375e+001,
  6.2500000e+001, -2.5882626e+001,
  1.2500000e+002, -3.7012505e+001,
  1.8750000e+002, -3.6030628e+001,
  2.5000000e+002, -3.5325089e+001,
  3.1250000e+002, -3.5160465e+001,
  3.7500000e+002, -3.5101669e+001,
  4.3750000e+002, -3.5342728e+001,
  5.0000000e+002, -3.5225140e+001,
  5.6250000e+002, -3.4901764e+001,
  6.2500000e+002, -3.4772415e+001,
  6.8750000e+002, -3.4613670e+001,
  7.5000000e+002, -3.4948803e+001,
  8.1250000e+002, -3.5807209e+001,
  8.7500000e+002, -3.5619064e+001,
  9.3750000e+002, -3.5395641e+001,
  1.0000000e+003, -3.5513233e+001,
  1.0625000e+003, -3.5501472e+001,
  1.1250000e+003, -3.5801327e+001,
  1.1875000e+003, -3.5507355e+001,
  1.2500000e+003, -3.5489716e+001,
  1.3125000e+003, -3.5524990e+001,
  1.3750000e+003, -3.5695496e+001,
  1.4375000e+003, -3.5866001e+001,
  1.5000000e+003, -3.5642582e+001,
  1.5625000e+003, -3.5330967e+001,
  1.6250000e+003, -3.5295692e+001,
  1.6875000e+003, -3.5454437e+001,
  1.7500000e+003, -3.5360367e+001,
  1.8125000e+003, -3.5131065e+001,
  1.8750000e+003, -3.5013477e+001,
  1.9375000e+003, -3.4631310e+001,
  2.0000000e+003, -3.4778297e+001,
  2.0625000e+003, -3.4989960e+001,
  2.1250000e+003, -3.5383884e+001,
  2.1875000e+003, -3.5866001e+001,
  2.2500000e+003, -3.6330482e+001,
  2.3125000e+003, -3.6277565e+001,
  2.3750000e+003, -3.6871395e+001,
  2.4375000e+003, -3.7712162e+001,
  2.5000000e+003, -3.8135487e+001,
  2.5625000e+003, -3.8482376e+001,
  2.6250000e+003, -3.9064445e+001,
  2.6875000e+003, -3.9581841e+001,
  2.7500000e+003, -4.0093357e+001,
  2.8125000e+003, -4.0504921e+001,
  2.8750000e+003, -4.1228100e+001,
  2.9375000e+003, -4.1974796e+001,
  3.0000000e+003, -4.2157059e+001,
